"Pilot Name","First Name","Rank","Victories","Jagdgeschwader","Remarks","Awards","References"
"Ring","Bodo","Ltn.","  8","JG 27","Stfhr. KIA on 26.Apr.45.",,"O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, III. & IV./JG 27; Ring/Girbig, JG 27"
"Rauhaus","Rudolf","Fw.","  7","JG 1","KIA on 31.Jul.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, II"
"Riedel","Hans","Ltn."," 18","JG 77","KIA on 3.Sep.44 in Luftkampf with P-51.",,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Reinwald",,"Oblt.","  6","JG 3",,,"O.K.L. Fighter Claims; Prien, III./JG 3"
"Rey","Günter","Uffz.","  5","JG 54, JG 26",,,"Urbanke, Green Hearts, p.333-35"
"Rabiega","Josef","Ofw."," 32","JG 52",,,"O.K.L. Fighter Claims; Fast, JG 52"
"Richter","Rudolf","Oblt."," 10-15","ZG2",,"DK","Scherzer, Die Träger des DK in Gold; Horrido"
"Reuter","Heinz","Oblt."," 12","NJG 2, NJG 3",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Recker","Walter","Ofw."," 10","JG 53","WIA on 28.Nov.42 by bomb splinters during Alarmstart.","EP","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, II"
"Radlauer","Heinz","Fw."," 15","JG 51",,,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Rasper","Hans","Ltn.","  8","NJG 1, NJG 101",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"PFLANZ","Rudolf","Oblt."," 52","JG 2","Stkp. KIA on 31.Jul.42 in combat with Spitfires.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.178"
"PUSCHMANN","Herbert","Oblt."," 54","JG 51","Stkp. KIA on 3.Feb.44 in Luftkampf with B-26. 650~ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p181; Aders/Held, JG 51"
"Platte","Walter","Fw.","  5","JG 54","MIA on 17.Jun.44 after Luftkampf.",,"O.K.L. Fighter Claims"
"Pfeiffer","Karl","Ofw."," 17","JG 2","KIA on 8.Jan.43 in Luftkampf with P-40s.",,"O.K.L. Fighter Claims; Prien/Bock"
"Philipp","Erhard","Uffz.","  5","JG 77",,,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Pohland","Heinz","Fw.","  2","I(J)/LG2","KIFA on 20.Feb.41.",,"O.K.L. Fighter Claims; Prien/Bock"
"Puchberger","Friedrich","Ltn."," 17","JG 52","POW on 18.Jul.44 due to Flak.",,"O.K.L. Fighter Claims; Fast, JG 52, IV"
"Pohl","Otto","Fw."," 20","JG 77",,,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Pöske","Ernst","Fw."," 14","JG 3","MIA on 22.Jul.42 after Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Pomberger",,"Uffz."," 11","JG 54",,,"O.K.L. Fighter Claims"
"Quarda","Josef","Fhr."," 52","JG 54, EJG 1","KIA on 5.May.45 by own Flak.","DK?","O.K.L. Fighter Claims; Prien/Bock; Gen.Qu.6.Abt. (mfm #12)"
"Preis","Ewald","Fw.","  7","JG 300","KIA on 24.Mar.45 in Luftkampf.",,"O.K.L. Fighter Claims; Bethke/Henning, JG 300, II"
"Prager","Hans","Ltn."," 32","JG 54, JG 26","Total may only be 23.",,"O.K.L. Fighter Claims; Scutts, JG 54; Priller, JG 26; Frappé, La LW face au débarquement allié, p.311"
"Prill","Heinrich","Ltn.","  4","JG 54","MIA on 9.Jul.43.",,"O.K.L. Fighter Claims"
"Preisler","Bela","Uffz.","  6","JG 5","POW on. 4.Apr.43.",,"Girbig, JG 5"
"Pirchann","Wilhelm","Uffz.","  8","JG 54",,,"Prien/Bock"
"PETERBURS","Hans","Ofw."," 18","ZG76, SKG210, SKG10, SG4","KIA on 11.Jan.44 in Luftkampf with Spitfires. 300~ ff","RK","O.K.L. Fighter Claims; Obermaier p.177"
"Pufahl","Wilfried","Oblt."," 12","JG 53",,"EP","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, III"
"Peters","Erhard","Hptm."," 26","NJG 3, NJG 4","KIA on 20.Feb.1944.","DK?","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Philipp","Richard","Oblt.","  5","JG 7","100 ff",,"Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Prues","Walter","Oblt.","  6","NJG 1","KIA on 4.Aug.1944.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Pfüller","Helmut","Ofw."," 28+","JG 51",,"EP","O.K.L. Fighter Claims; Aders/Held, JG 51"
"Pieper","Ullrich","Ltn.","  7","JG 77",,,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Potthast","Friedrich","Ltn."," 11","ZG 76, NJG 1","KIA on 22.May.44. 2 as Zerstorer.","EP","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Pissarski","Georg","Uffz."," 10","JG 3",,,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"Pflitsch","Siegfried","Ltn.","  5","JG 51",,,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Pützkuhl","Josef","Hptm."," 26","NJG 100, NJG 5",,"DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"PUTTFARKEN","Dietrich","Hptm.","  5","KG 51","MIA on 22./23.April 44 over North Sea. 269 ff","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.181"
"PLENZAT","Kurt","Ltn.","  4","SG2","80~ pz, 1234 ff.","EL","O.K.L. Fighter Claims; Obermaier, II, p.75"
"Ponec","Karl-Heinz","Ltn.","  9","JG 3","MIA on 13.Feb.42, being shot down by a 69 Sq. Maryland.",,"Prien/Bock"
"Pfeiffer","Ernst","Fhr.","  7~","JG 7",,,"Foreman/Harvey, Me262 Combat Diary"
"Prigge","Rolf","Fhr.","  5","JG 27, JG 7","3 with Me262. Combat Diary says 16, but only 2 w/JG 27.",,"O.K.L. Fighter Claims; Foreman/Harvey, Me262 Combat Diary"
"Press","Hans","Ltn."," 17","Schl.G. 1, SG 77",,,"O.K.L. Fighter Claims"
"Pintsch","Rudolf","Uffz.","  5","JGr.Ost, JG 3","KIA on 3.Mar.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"Potzel","Arno","Ofw."," 18","JG 77",,,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, IV"
"Puls","Werner","Ltn."," 27","JG 52","KIA on 17.Aug.43 in Luftkampf with LaGG.",,"O.K.L. Fighter Claims; Fast, JG 52,  IV, p.105"
"Prinz","Werner","Fw."," 15","JG 51","KIA on 1.Jun.44.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"PÖHS","Josef","Oblt."," 43","JG 54, EKdo 16","KIFA on 30.Dec.43. 300~ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.180"
"Portz","Robert","Ofw."," 10","JG 52","KIA on 18.Jan.42.",,"O.K.L. Fighter Claims; Prien/Bock; Fast, JG 52, IV, p.57"
"Pfeiffer","Karl-Georg","Ofw."," 10","NJG 2, NJG 1",,"EP","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Perle","Helmut","Ltn.","  3","NJG 2","KIA on 18.Aug.43.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Plaß","Joachim","Ltn.","  5","NJG 5","Killed in crash on 14.Feb.45.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Pfeffer","Alfred","Fw.","  8","JG 11","KIA on 14.Jan.45 in Luftkampf.","DK","O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, III"
"Pieper","Franz","Uffz.","  8","JG 52","(JG 11-KIA on 12.Jun.44?)",,"O.K.L. Fighter Claims"
"Prestele","Ignaz","Hptm."," 20","J/88, JG 53, JG 2","KIA on 4.May.42. 4 in Spain.","EP","O.K.L. Fighter Claims; Prien/Bock; Ries, Legion Condor"
"Porsch","Günther","Ofw."," 19","NAGr. 2",,,"O.K.L. Fighter Claims"
"QUAET-FASLEM","Klaus","Hptm."," 49","I(J)/LG 2, JG 53, JG 3","KIFA on 30.Jan.44.","RK","O.K.L. Fighter Claims; Prien/Bock; Prien/Stemmer, Stab und I./JG 3; Obermaier p.182"
"Perl","Gustav","Uffz."," 19","JG 53","MIA on 24.Aug.42 after Luftkampf with LaGG-3s.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, II"
"SCHUCK","Walter","Oblt.","206","JG 5, JG 7","8 in Me 262, 4 Viermots, 500~ ff.","EL","O.K.L. Fighter Claims; Girbig, JG 5; Obermaier; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Schätzel","Hans","Uffz.","  5","JG 54","1 on ground?",,"Prien/Bock"
"Schindler","Adalbert","Fw."," 16","JG 52",,,"O.K.L. Fighter Claims; Prien/Bock"
"Schlömann","Heinrich","Uffz.","  6","JG 54","MIA on 1.Aug.44 after Luftkampf.",,"O.K.L. Fighter Claims"
"Schmude","Karl-Heinz","Ltn."," 31","JG 54, JG 7",,,"O.K.L. Fighter Claims; Scutts, JG 54; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Scheib","Wilhelm","Ltn."," 11","I(J)/LG 2, JG 77","KIA on 12.Oct.42 in Luftkampf with Spitfire.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, III"
"SCHNELL","Karl-Heinz","Major"," 72","JG 51, JG 53, JV 44","500+ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.199; Aders/Held, JG 51; Foreman/Harvey, Me262 Combat Diary"
"SCHMITT","Norbert","Oblt."," 30~","ZG 1, Sch.G. 1, SG 3, SG10","MIA on 26.Mar.45 after Luftkampf. 450~ ff","RK","O.K.L. Fighter Claims; Obermaier, II, p.188"
"SCHMIDT","Otto","Hptm.",,"St.G. 77, SG5","61 pz, 555 ff","RK","Obermaier, II, p.188"
"Schäfer","Rolf-Dieter","Uffz."," 10","JG 52","Killed on 22.Aug.44 in crash.",,"O.K.L. Fighter Claims; Fast, JG 52, IV"
"Schäfer","Ernst","Fw.","  9","Kdo.Herr., JG 300, JG 302","KIA on 29.Jul.44.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Schäfer","Hans","Fw."," 18","JG 3","(27?)",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"Schäfer","Hans-Christian","Hptm.","  5","JG 27, 13./JG 77",,,"O.K.L. Fighter Claims; Prien/Bock"
"Schaper","Karl-Heinz","Ofhr.","  5+","JG 2","KIA on 31.Jul.44 due to own Flak.",,"O.K.L. Fighter Claims; Ring, JG 2 loss list"
"Schiffer","Johannes","Fw."," 15","JG 3, JG 1","KIA on 31.May.42 in Luftkampf.",,"Prien/Bock; Prien & Rodeike, JG 1 & 11"
"Schulz","Günther","Uffz.","  5","JG 3","KIA on 31.Jul.41 due to Flak.",,"Prien/Bock"
"SCHLEINHAGE","Hermann","Ltn."," 97","JG 54","38 Il-2s, 484 ff","RK","O.K.L. Fighter Claims; Obermaier p.196"
"Schulze","Ernst","Ofw.","  9","JG 5",,,"O.K.L. Fighter Claims"
"Schmeidler","Hans","Ltn.","  7","JG 77","KIA on 11.Oct.41 in Luftkampf.",,"Prien/Bock; Prien, JG 77, II"
"Scharf","Ludwig","Uffz."," 18","13./JG 77, JG 5","POW on 15.Sep.42. Died in captivity?",,"Prien/Bock; Girbig, JG 5"
"Schnabel","Heinz","Ltn.","  6","JG 3","POW on 5.Sep.40 after Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Prien/Stemmer, Stab und I./JG 3"
"Schneider","Georg","Oblt.","  7","JG 21","Stkp. KIA on 27.Jun.40 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Scholz","Günther","Major"," 34","JG 54, JG 5, JG 101",,"DK","O.K.L. Fighter Claims; Prien/Bock; Scutts, JG 54; Girbig, JG 5"
"Schön","Walter","Ltn.","  7","NJG 1","KIFA on 20.Oct.43.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Schöppler","Anton","Uffz."," 11+","JG 5, JG 7","Surrendered aircraft on 8.May.45 at Fa§berg. Maybe 13~.",,"O.K.L. Fighter Claims; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Schröder","Georg","Hptm."," 12","JG 2","POW on 1.Jan.45.",,"O.K.L. Fighter Claims"
"Schirra","Helmuth","Uffz.","  8","JG 3","MIA on 19.Jul.43, probably due to Flak.",,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"Schulte","Hans-Georg","Uffz.","  7","JG 53","POW on 6.Sep.40 after Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Schumann","Friedrich","Ltn.","  9","JG 2, JG 5","MIA on 26.Sep.43.",,"O.K.L. Fighter Claims; Prien/Bock"
"Schmelzinger","Emil","Ofw."," 10","JG 11, JG 77",,,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II; Prien, JG 77, IV"
"Schlegel","Rolf","Ltn.","  9","JG 53",,,"O.K.L. Fighter Claims; Prien, JG 53, II"
"SCHNAUFER","Heinz-Wolfgang","Major","121","NJG 1","Kom. 114 Viermots at night, 164 ff. Crew RK as well.","Br","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier"
"Schneider","Hans","Oblt."," 11~","JG 5","Stkp. MIA on 12.Mar.45.",,"Girbig, JG 5"
"Schaedle","Gerd","Oblt.","  9","JG 3, JG 2","WIA on 29.Jan.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"SCHALL","Franz","Hptm.","133","JG 52, KdoNowo, JG 7","KIFA on 10.Apr.45. 64 Il-2s, 16 w/262 vic.(inc. 5 Vm), 550~ ff.","RK","O.K.L. Fighter Claims; Obermaier, p.192; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Schawaller","Heinz","Ofw."," 12","JG 51","KIA on 23.Oct.41.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Schönfeldt","Heinz","Oblt.","  6","ErprGr. 210, JG 3","KIA on 11.Aug.41 while strafing.",,"O.K.L. Fighter Claims; Prien/Bock; Prien/Stemmer, II./JG 3"
"Schaus","Jakob","Oblt."," 23","NJG 4","Stkp. MIA on 2.Feb.45.","DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Schneider","Hugo","Oblt.","  9","JG 27","Stkp. KIA on 11.Jan.42 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Schellwat","Fritz","Ofw."," 17","NJG 1",,"DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"SCHENK","Wolfgang","Oberstltn."," 18","ZG 1, SKG210, SG 2, KG(J) 51","400+ ff","EL","O.K.L. Fighter Claims; Obermaier, II, p.58"
"Scherer","Walter","Fw."," 10","JGr. 102, ZG 26","POW on 25.Sep.40.",,"O.K.L. Fighter Claims; Prien/Bock; Mason, p.412; BoB, T&N, p.659"
"SCHMIDT","Winfried","Oblt."," 19","JG 77, JG 3","WIA on 11.Aug.41 in Luftkampf. 150~ ff","RK","O.K.L. Fighter Claims; Prien/Bock"
"SCHEFFEL","Rudolf","Hptm.","  7","KG 76, ZG 1, ZG 26","50 pz ~, 259 ff, 99 as Kampfflieger.","RK","Obermaier p.193"
"Schmidt","Ludwig","Ofw."," 17","NJG 6",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"SCHMIDT","Dietrich","Hptm."," 42","NJG 1","Stkp. 171 ff","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.197"
"Schneider","Gottfried","Fw."," 18","NJG 3",,"DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Schumacher","Werner","Uffz."," 30","JG 3, JG 5","POW on 5.Aug.42. Died in captivity.","DK","O.K.L. Fighter Claims; Prien/Bock; Girbig, JG 5"
"Schneider","August","Ltn."," 11","JG 5",,,"Girbig, JG 5"
"Schloßstein","Karl-Friedrich","Oblt.","  8","JG 5","Stkp. Zerstorerst.","DK","Prien/Bock; Girbig, JG 5"
"Schalk","Paul","Fw."," 20","JG 5",,,"O.K.L. Fighter Claims; Girbig, JG 5"
"Schick","Walter","Ltn."," 10","JG 51","MIA on 15.Nov.41.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Schaschke","Gerhard","Hptm."," 22","ZG 76","Stfhr. MIA on 4.Aug.41.",,"O.K.L. Fighter Claims; Prien/Bock; Girbig, JG 5"
"Schade","Hans","Fw."," 13","JG 53","KIA on 1.Apr.42 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Prien/Bock; Prien, JG 53, III"
"Schönrock",,"Uffz.","  5","JG 1",,,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, I"
"SCHLICHTING","Joachim","Major","  8","JG 27","Kdr. POW on 6.Sep.40 after Luftkampf. 5 in Spain, 100+ ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Ries, Legion Condor; Ring/Girbig, JG 27"
"Schiller","Georg","Uffz.","  6","JG 3",,,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"Schneider","Otto","FhjOfw.","  5","JG 11","KIA on 21.Feb.44.",,"Prien/Rodeike, JG 1 & 11, I, II"
"SCHERFLING","Karl-Heinz","Ofw."," 32","NJG 2, NJG 1","KIA on 21.Jul.44 in Luftkampf with Mosquito","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.194"
"Schauder","Paul","Hptm."," 21","JG 26","Kdr. POW on 1.May.45 due to Flak.","DK","O.K.L. Fighter Claims; Prien/Bock; Caldwell, JG 26 War Diary, II; Priller, JG 26"
"Schamberger","Martin","Fw."," 14","JG 51","MIA on 19.Jun.43 after Notlandung behind Soviet lines.",,"O.K.L. Fighter Claims"
"Scharl","Alfred","Fw."," 10","JG 53","MIA in 4.44.",,"O.K.L. Fighter Claims; Prien, JG 53, III"
"Schneider","Gerhard","Ltn."," 41","JG 51, JGr.Ost","KIA on 5.Jan.44.","DK","O.K.L. Fighter Claims; Aders/Held, JG 51"
"Scheuber","Helmut","Hptm.","  5","JG 51",,,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Scheidt","Hermann","Ofw."," 12","JG 51","KIA on 18.May.43.",,"Aders/Held, JG 51"
"Schliedermann","Hans-Joachim","Ltn."," 14","JG 27","Stkp. KIA on 21.Sep.44 in Luftkampf. 5 Viermots",,"O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, III. & IV./JG 27; Ring/Girbig, JG 27"
"Schausten","Reinhard","Uffz.","  7","JG 51","KIA on 3.Jul.44.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"SCHOENERT","Rudolf","Major"," 65","NJG 1, NJG 2, NJG 3, NJG 5, NJG 100, NJGr. 10","376 ff","EL","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.64"
"Schröder","Eduard","Hptm."," 29","JG 53, NJG 3","5 with JG 53.","DK","O.K.L. Fighter Claims; Prien/Bock; LW NF Claims 39-45"
"Schreiber","Alfred","Ltn.","  7~","ZG 26, KdoNowo, JG 7","KIA on 26.Nov.44.",,"O.K.L. Fighter Claims; Foreman/Harvey, Me262 Combat Diary"
"Schratter","Robert","Fw.","  6","NJG 5","KIA on 14.Jun.1944.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Schadowski","Hans","Ofw."," 17+","NJG 3",,"DK?","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Schneider","Bernhard","Ltn."," 23","JG 27","MIA on 29.Apr.43, cause unknown.","DK","O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"SCHULTE","Franz","Fw."," 46","JG 77","MIA on 12.Aug.42 after Luftkampf. 520 ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.201; Prien, JG 77, II"
"Schmidt","Otto","Ltn.","  7","JG 54","KIA on 12.Feb.42 due to ground fire.",,"Prien/Bock"
"SCHOB","Herbert","Hptm."," 28","J/88, I(Z)/LG 1, ZG 26, ZG 76","10 Viermots, 6 in Spain, 300+ ff.","RK","O.K.L. Fighter Claims; Taghon; Obermaier p.200; Ries, Legion Condor"
"Schindler","Gerhard","Ltn."," 15","JG 52, JGr.Ost; JG 27","Adalbert?",,"O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, III. & IV./JG 27; Ring/Girbig, JG 27"
"Schröter","Erich","Uffz.","  6","JG 54",,,"Prien/Bock"
"Säwert","Heinz","Ofw."," 17","NJG 3, NJG 5, NJG 6","KIA on 22.Aug.1944.","DK?","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Schulz","Albert","Hptm."," 15","NJG 2, NJG 3","KIA on 30.Jan.44.","DK","O.K.L. Fighter Claims; LW NF Claims 39-45; Rökker, I./NJG 2, p.140"
"Schäfer","Hans","Oblt."," 14","NJG 2, NJG 3",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"SCHULTE","Helmuth","Hptm."," 25","3(H)/21, NJG 5, NJG 4, NJG 6","180+ ff","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.201"
"Scheer","Klaus","Ofw."," 23","NJG 100",,"DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Schlüter","Herbert","Ltn."," 17~","JG 300, JG 7",,,"O.K.L. Fighter Claims; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Schmale","Wilhelm","Ofw."," 11","12(N)/JG 2, NJG 1, NJG 3",,,"O.K.L. Fighter Claims; Prien/Bock; LW NF Claims 39-45"
"Schulz","Hans-Gottfried","Hptm."," 31","JG 51",,,"Aders/Held, JG 51"
"SCHALK","Johann","Oberst"," 15","ZG 26, NJG 3, NJG 4","163 ff","RK","O.K.L. Fighter Claims; Obermaier p.192"
"SCHUMANN","Heinz","Major"," 21","JG 51, JG 2, SKG 10, SG 10","KIFA on 8.Nov.43.","RK","Prien/Bock; Obermaier p.203; Aders/Held, JG 51"
"Schellak","Horst","Ofw.","  5","NAGr. 5",,,"O.K.L. Fighter Claims"
"Schmidt","Karl-Heinz","Fw.","  7","Sturmst.1, JG 3","MIA on 3.Aug.44 after Luftkampf.",,"O.K.L. Fighter Claims; Prien, IV./JG 3; Mombeek, Sturmstaffel 1"
"Schlick","Horst","Ltn."," 34","JG 77, JG 7","480 ff","DK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, IV; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Schulwitz","Gerhard","Ltn.","  9","JG 26","KIA on 25.Mar.45.",,"O.K.L. Fighter Claims; Priller, JG 26"
"SCHULZ","Otto","Oblt."," 51","JG 27","MIA on 17.Jun.42 after Luftkampf. 400~ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.202; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Schmitz","Hans","Fw.","  3","I(J)/LG2",,,"O.K.L. Fighter Claims; Prien/Bock"
"Schmitz","Wolfgang","Ofhr.","  7","JG 27",,,"O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Schmitz","Günther","Ltn."," 34","JG 77","WIA on 28.Jul.44 in Luftkampf. POW on 28.Aug.","DK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, IV; Scherzer"
"Schulze","Alfred","Ofw."," 11","JG 27",,,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Scholz","Hans-Joachim","Uffz.","  6","JG 3","KIA on 3.Aug.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"Schreiber","Otto","Uffz.","  6","JG 52",,,"Fast, JG 52"
"Schanz","Georg","Fw.","  9","JG 27","WIA on 24.Apr.44 in Luftkampf. 8 Viermots",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"SCHUBERT","Gustav","Oblt.","  3","SG 1","Stkp. KIA on 16.Jan.45 by Flak. 70+ pz, 1100+ ff","EL","Obermaier, II. p.69"
"Schneider","Hans-Werner","Ltn."," 30","JG 52","MIA on 18.Mar.43 after Luftkampf with 5 LaGG-5s.","DK","O.K.L. Fighter Claims; Fast, JG 52, IV"
"Schade","Eberhard","Hptm."," 12","JG 27","Kdr. MIA on 1.Mar.45. 9 Viermots",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Schacht","Arthur","Ltn.","  5","JG 27",,,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Schulz","Egon-Georg","Ofw.","  6","JG 3","KIA on 24.Dec.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"Schlotheim","Ernst-Hartmann von","Oblt.","  4","ZG 76","POW on 4.Sep.40 after Luftkampf.",,"O.K.L. Fighter Claims"
"Schauenberg","Karl","Fw.","  7","JG 300","KIA on 31.Dec.44.",,"O.K.L. Fighter Claims; Bethke/Henning, JG 300"
"SCHROER","Werner","Major","114","JG 27, JG 54, JG 3","26 Viermots, 197 ff","S","O.K.L. Fighter Claims; Prien/Bock; Prien, Rodeike & Stemmer, III. & IV./JG 27; Prien/Stemmer, Stab & I./JG 3; Obermaier p.40; Ring/Girbig, JG 27"
"SCHÖPFEL","Gerhard","Major"," 45","JG 26, JG 54, JG 4, JG 6","3 Viermots, 700~ ff. 1 in Spain.","RK","O.K.L. Fighter Claims; Prien/Bock; Caldwell; Obermaier p.200; Priller, JG 26"
"Schulze","Kurt","Ltn."," 20","JG 5",,,"Russ Fahey interview"
"Schmied","Hermann","Ltn.","  6","JG 3","KIA on 10.Feb.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, IV./JG 3"
"Schicketanz","Otto","Uffz."," 20","JG 52","KIA on 19.Aug.44.",,"O.K.L. Fighter Claims; Fast, JG 52"
"Scharlferger","Hans-Georg","Fw.","  5","SG 2",,,"O.K.L. Fighter Claims"
"Scheuchenpflug","Heinrich","Uffz.","  5","JG 53","KIA on 22.Aug.41 in Luftkampf.",,"Prien/Bock"
"SATTIG","Carl","Hptm."," 53","JG 54","Stkp. MIA on 10.Aug.42. Probably died in captivity.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.191"
"Schellner","Heinz-Walter","Ofw.","  9","JG 302, JG 301",,,"O.K.L. Fighter Claims; Reschke, JG 301/302"
"Sawallisch","Erwin","Ofw."," 36","JG 77, JG 27","KIC on 19.Aug.42. 3 in Spain.","DK","O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27"
"Schade","Kurt","Oblt."," 27","JG 52","MIA on 23.Mar.42 after Luftkampf with IL-2.",,"O.K.L. Fighter Claims; Prien/Bock; Fast, JG 52, IV"
"Schenkelberg","Alfred","Ofhr.","  5","JG 52, JG 54","KIA on 17.Jul.44 in Luftkampf with P-51s.",,"O.K.L. Fighter Claims; Frappé, La LW face au débarquement allié"
"Schleef","Erwin","Fw."," 11","JG 54","KIA on 23.Jul.44 in Luftkampf. 11 in Normandy campaign.",,"O.K.L. Fighter Claims"
"SCHENTKE","Georg","Ltn."," 90","JG 3","MIA on 25.Dec.43 after downing an IL-2.","RK","O.K.L. Fighter Claims; Prien/Bock; Prien/Stemmer, Stab und I./JG 3; Obermaier p.194"
"SCHMIDT","Erich","Ltn."," 47","JG 53","MIA on 31.Aug.41 due to Flak.","RK","Prien/Bock; Obermaier p.197"
