"unit","rd","unit_type","total_kills","pilots_w_kills","aces","gt_20","entries","exits","ace_entries","ace_exits","sum_claims","date"
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-12-23
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-23
"NAGr. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-23
"NAGr. 4",0,"JG",54,8,3,1,0,0,0,0,0,1943-12-23
"NJG 1",1,"NJG",785,51,36,15,0,0,0,0,0,1943-12-23
"NJG 100",0,"NJG",180,17,11,2,0,0,0,0,0,1943-12-23
"NJG 101",0,"NJG",34,6,2,1,0,0,0,0,0,1943-12-23
"NJG 2",1,"NJG",82,17,6,0,0,0,0,0,0,1943-12-23
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1943-12-23
"NJG 3",1,"NJG",327,41,17,3,0,0,0,0,0,1943-12-23
"NJG 4",1,"NJG",205,15,11,3,0,0,0,0,0,1943-12-23
"NJG 5",1,"NJG",195,23,11,3,0,0,0,0,0,1943-12-23
"NJG 6",1,"NJG",111,12,8,2,0,0,0,0,0,1943-12-23
"Schl.G 1",0,"JG",13,2,1,0,0,0,0,0,0,1943-12-23
"Schl.G. 1",0,"JG",9,4,0,0,0,0,0,0,0,1943-12-23
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-23
"SG 2",0,"JG",46,8,5,0,0,0,0,0,0,1943-12-23
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1943-12-23
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1943-12-23
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-12-23
"St.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-23
"ZG 1",1,"ZG",66,14,6,0,0,0,0,0,0,1943-12-23
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1943-12-23
"ZG 26",1,"ZG",101,18,9,0,0,0,0,0,0,1943-12-23
"ZG 76",1,"ZG",64,12,7,0,0,0,0,0,0,1943-12-23
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1943-12-24
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-12-24
"J.Gr. Süd",0,"JG",4,2,0,0,0,0,0,0,0,1943-12-24
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-12-24
"JG 1",1,"JG",395,42,23,5,0,0,0,0,0,1943-12-24
"JG 104",0,"JG",25,1,1,1,0,0,0,0,0,1943-12-24
"JG 11",1,"JG",489,40,18,7,0,0,0,0,0,1943-12-24
"JG 2",1,"JG",864,58,38,12,0,0,0,0,0,1943-12-24
"JG 26",1,"JG",1028,57,44,16,0,0,0,0,0,1943-12-24
"JG 27",0,"JG",348,24,14,5,0,0,0,0,0,1943-12-24
"JG 27",1,"JG",470,41,28,5,0,0,0,0,0,1943-12-24
"JG 3",0,"JG",260,2,2,2,0,0,0,0,0,1943-12-24
"JG 3",1,"JG",2179,104,80,34,0,0,0,0,0,1943-12-24
"JG 300",1,"wilde_sau",57,17,3,0,0,0,0,0,1,1943-12-24
"JG 301",1,"wilde_sau",12,3,1,0,0,0,0,0,0,1943-12-24
"JG 302",1,"wilde_sau",34,9,3,0,0,0,1,0,2,1943-12-24
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-12-24
"JG 5",0,"JG",506,54,36,5,0,0,0,0,0,1943-12-24
"JG 51",0,"JG",3467,156,132,53,0,0,0,0,0,1943-12-24
"JG 52",0,"JG",3046,112,86,38,0,0,0,0,0,1943-12-24
"JG 53",0,"JG",759,56,35,12,0,0,0,0,0,1943-12-24
"JG 53",1,"JG",242,23,13,3,0,0,0,0,0,1943-12-24
"JG 54",0,"JG",2390,91,69,32,0,0,0,0,0,1943-12-24
"JG 54",1,"JG",330,16,15,5,0,0,0,0,0,1943-12-24
"JG 77",0,"JG",1367,90,56,18,0,0,0,0,0,1943-12-24
"JG27",0,"JG",14,2,1,0,0,0,0,0,0,1943-12-24
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1943-12-24
"JGr. 50",0,"JG",125,1,1,1,0,0,0,0,0,1943-12-24
"JGr. Süd",0,"JG",172,1,1,1,0,0,0,0,0,1943-12-24
"Kdo.Herr.",0,"JG",5,3,0,0,0,0,0,0,0,1943-12-24
"KG 40",0,"JG",37,6,3,0,0,0,0,0,0,1943-12-24
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-12-24
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-24
"NAGr. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-24
"NAGr. 4",0,"JG",54,8,3,1,0,0,0,0,0,1943-12-24
"NJG 1",1,"NJG",789,51,36,15,0,1,0,1,2,1943-12-24
"NJG 100",0,"NJG",180,17,11,2,0,0,0,0,0,1943-12-24
"NJG 101",0,"NJG",34,6,2,1,0,0,0,0,0,1943-12-24
"NJG 2",1,"NJG",83,18,6,0,1,0,0,0,1,1943-12-24
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1943-12-24
"NJG 3",1,"NJG",332,41,17,4,0,1,0,0,3,1943-12-24
"NJG 4",1,"NJG",205,15,11,3,0,0,0,0,0,1943-12-24
"NJG 5",1,"NJG",197,25,11,3,2,0,0,0,2,1943-12-24
"NJG 6",1,"NJG",111,12,8,2,0,0,0,0,0,1943-12-24
"Schl.G 1",0,"JG",13,2,1,0,0,0,0,0,0,1943-12-24
"Schl.G. 1",0,"JG",9,4,0,0,0,0,0,0,0,1943-12-24
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-24
"SG 2",0,"JG",46,8,5,0,0,0,0,0,0,1943-12-24
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1943-12-24
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1943-12-24
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-12-24
"St.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-24
"ZG 1",1,"ZG",66,14,6,0,0,0,0,0,0,1943-12-24
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1943-12-24
"ZG 26",1,"ZG",101,18,9,0,0,0,0,0,0,1943-12-24
"ZG 76",1,"ZG",64,12,7,0,0,0,0,0,0,1943-12-24
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1943-12-25
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-12-25
"J.Gr. Süd",0,"JG",4,2,0,0,0,0,0,0,0,1943-12-25
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-12-25
"JG 1",1,"JG",395,42,23,5,0,0,0,0,0,1943-12-25
"JG 104",0,"JG",25,1,1,1,0,0,0,0,0,1943-12-25
"JG 11",1,"JG",489,40,18,7,0,0,0,0,0,1943-12-25
"JG 2",1,"JG",864,58,38,12,0,0,0,0,0,1943-12-25
"JG 26",1,"JG",1028,57,44,16,0,0,0,0,0,1943-12-25
"JG 27",0,"JG",348,24,14,5,0,0,0,0,0,1943-12-25
"JG 27",1,"JG",470,41,28,5,0,0,0,0,0,1943-12-25
"JG 3",0,"JG",260,2,2,2,0,0,0,0,0,1943-12-25
"JG 3",1,"JG",2179,104,80,34,0,1,0,1,0,1943-12-25
"JG 300",1,"wilde_sau",57,17,3,0,0,0,0,0,0,1943-12-25
"JG 301",1,"wilde_sau",12,3,1,0,0,0,0,0,0,1943-12-25
"JG 302",1,"wilde_sau",34,9,3,0,0,0,0,0,0,1943-12-25
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-12-25
"JG 5",0,"JG",506,54,36,5,0,0,0,0,0,1943-12-25
"JG 51",0,"JG",3468,156,132,53,0,0,0,0,1,1943-12-25
"JG 52",0,"JG",3047,112,86,38,0,0,0,0,1,1943-12-25
"JG 53",0,"JG",760,56,35,12,0,0,0,0,1,1943-12-25
"JG 53",1,"JG",242,23,13,3,0,0,0,0,0,1943-12-25
"JG 54",0,"JG",2390,91,69,32,0,0,0,0,0,1943-12-25
"JG 54",1,"JG",330,16,15,5,0,0,0,0,0,1943-12-25
"JG 77",0,"JG",1367,90,56,18,0,0,0,0,0,1943-12-25
"JG27",0,"JG",14,2,1,0,0,0,0,0,0,1943-12-25
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1943-12-25
"JGr. 50",0,"JG",125,1,1,1,0,0,0,0,0,1943-12-25
"JGr. Süd",0,"JG",172,1,1,1,0,0,0,0,0,1943-12-25
"Kdo.Herr.",0,"JG",5,3,0,0,0,0,0,0,0,1943-12-25
"KG 40",0,"JG",37,6,3,0,0,0,0,0,0,1943-12-25
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-12-25
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-25
"NAGr. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-25
"NAGr. 4",0,"JG",54,8,3,1,0,0,0,0,0,1943-12-25
"NJG 1",1,"NJG",781,50,35,15,0,0,0,0,0,1943-12-25
"NJG 100",0,"NJG",180,17,11,2,0,0,0,0,0,1943-12-25
"NJG 101",0,"NJG",34,6,2,1,0,0,0,0,0,1943-12-25
"NJG 2",1,"NJG",83,18,6,0,0,0,0,0,0,1943-12-25
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1943-12-25
"NJG 3",1,"NJG",329,40,17,4,0,0,0,0,0,1943-12-25
"NJG 4",1,"NJG",205,15,11,3,0,0,0,0,0,1943-12-25
"NJG 5",1,"NJG",197,25,11,3,0,0,0,0,0,1943-12-25
"NJG 6",1,"NJG",111,12,8,2,0,0,0,0,0,1943-12-25
"Schl.G 1",0,"JG",13,2,1,0,0,0,0,0,0,1943-12-25
"Schl.G. 1",0,"JG",9,4,0,0,0,0,0,0,0,1943-12-25
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-25
"SG 2",0,"JG",46,8,5,0,0,0,0,0,0,1943-12-25
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1943-12-25
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1943-12-25
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-12-25
"St.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-25
"ZG 1",1,"ZG",66,14,6,0,0,0,0,0,0,1943-12-25
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1943-12-25
"ZG 26",1,"ZG",101,18,9,0,0,0,0,0,0,1943-12-25
"ZG 76",1,"ZG",64,12,7,0,0,0,0,0,0,1943-12-25
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1943-12-26
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-12-26
"J.Gr. Süd",0,"JG",4,2,0,0,0,0,0,0,0,1943-12-26
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-12-26
"JG 1",1,"JG",395,42,23,5,0,0,0,0,0,1943-12-26
"JG 104",0,"JG",25,1,1,1,0,0,0,0,0,1943-12-26
"JG 11",1,"JG",489,40,18,7,0,0,0,0,0,1943-12-26
"JG 2",1,"JG",864,58,38,12,0,0,0,0,0,1943-12-26
"JG 26",1,"JG",1028,57,44,16,0,0,0,0,0,1943-12-26
"JG 27",0,"JG",348,24,14,5,0,0,0,0,0,1943-12-26
"JG 27",1,"JG",470,41,28,5,0,0,0,0,0,1943-12-26
"JG 3",0,"JG",260,2,2,2,0,0,0,0,0,1943-12-26
"JG 3",1,"JG",2092,103,79,33,0,0,0,0,0,1943-12-26
"JG 300",1,"wilde_sau",57,17,3,0,0,0,0,0,0,1943-12-26
"JG 301",1,"wilde_sau",12,3,1,0,0,0,0,0,0,1943-12-26
"JG 302",1,"wilde_sau",34,9,3,0,0,0,0,0,0,1943-12-26
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-12-26
"JG 5",0,"JG",506,54,36,5,0,0,0,0,0,1943-12-26
"JG 51",0,"JG",3468,156,132,53,0,0,0,0,0,1943-12-26
"JG 52",0,"JG",3047,112,86,38,0,0,0,0,0,1943-12-26
"JG 53",0,"JG",760,56,35,12,0,0,0,0,0,1943-12-26
"JG 53",1,"JG",242,23,13,3,0,0,0,0,0,1943-12-26
"JG 54",0,"JG",2390,91,69,32,0,0,0,0,0,1943-12-26
"JG 54",1,"JG",330,16,15,5,0,0,0,0,0,1943-12-26
"JG 77",0,"JG",1367,90,56,18,0,0,0,0,0,1943-12-26
"JG27",0,"JG",14,2,1,0,0,0,0,0,0,1943-12-26
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1943-12-26
"JGr. 50",0,"JG",125,1,1,1,0,0,0,0,0,1943-12-26
"JGr. Süd",0,"JG",172,1,1,1,0,0,0,0,0,1943-12-26
"Kdo.Herr.",0,"JG",5,3,0,0,0,0,0,0,0,1943-12-26
"KG 40",0,"JG",37,6,3,0,0,0,0,0,0,1943-12-26
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-12-26
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-26
"NAGr. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-26
"NAGr. 4",0,"JG",54,8,3,1,0,0,0,0,0,1943-12-26
"NJG 1",1,"NJG",781,50,35,15,0,0,0,0,0,1943-12-26
"NJG 100",0,"NJG",180,17,11,2,0,0,0,0,0,1943-12-26
"NJG 101",0,"NJG",34,6,2,1,0,0,0,0,0,1943-12-26
"NJG 2",1,"NJG",83,18,6,0,0,0,0,0,0,1943-12-26
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1943-12-26
"NJG 3",1,"NJG",329,40,17,4,0,0,0,0,0,1943-12-26
"NJG 4",1,"NJG",205,15,11,3,0,0,0,0,0,1943-12-26
"NJG 5",1,"NJG",197,25,11,3,0,0,0,0,0,1943-12-26
"NJG 6",1,"NJG",111,12,8,2,0,0,0,0,0,1943-12-26
"Schl.G 1",0,"JG",13,2,1,0,0,0,0,0,0,1943-12-26
"Schl.G. 1",0,"JG",9,4,0,0,0,0,0,0,0,1943-12-26
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-26
"SG 2",0,"JG",46,8,5,0,0,0,0,0,0,1943-12-26
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1943-12-26
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1943-12-26
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-12-26
"St.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-26
"ZG 1",1,"ZG",66,14,6,0,0,0,0,0,0,1943-12-26
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1943-12-26
"ZG 26",1,"ZG",101,18,9,0,0,0,0,0,0,1943-12-26
"ZG 76",1,"ZG",64,12,7,0,0,0,0,0,0,1943-12-26
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1943-12-27
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-12-27
"J.Gr. Süd",0,"JG",4,2,0,0,0,0,0,0,0,1943-12-27
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-12-27
"JG 1",1,"JG",395,42,23,5,0,0,0,0,0,1943-12-27
"JG 104",0,"JG",25,1,1,1,0,0,0,0,0,1943-12-27
"JG 11",1,"JG",489,40,18,7,0,0,0,0,0,1943-12-27
"JG 2",1,"JG",864,58,38,12,0,0,0,0,0,1943-12-27
"JG 26",1,"JG",1028,57,44,16,0,0,0,0,0,1943-12-27
"JG 27",0,"JG",348,24,14,5,0,0,0,0,0,1943-12-27
"JG 27",1,"JG",470,41,28,5,0,0,0,0,0,1943-12-27
"JG 3",0,"JG",260,2,2,2,0,0,0,0,0,1943-12-27
"JG 3",1,"JG",2092,103,79,33,0,0,0,0,0,1943-12-27
"JG 300",1,"wilde_sau",57,17,3,0,0,0,0,0,0,1943-12-27
"JG 301",1,"wilde_sau",12,3,1,0,0,0,0,0,0,1943-12-27
"JG 302",1,"wilde_sau",34,9,3,0,0,0,0,0,0,1943-12-27
"JG 4",1,"JG",71,6,3,2,0,0,0,0,0,1943-12-27
"JG 5",0,"JG",506,54,36,5,0,0,0,0,0,1943-12-27
"JG 51",0,"JG",3468,156,132,53,0,0,0,0,0,1943-12-27
"JG 52",0,"JG",3049,112,86,38,0,0,0,0,2,1943-12-27
"JG 53",0,"JG",760,56,35,12,0,0,0,0,0,1943-12-27
"JG 53",1,"JG",242,23,13,3,0,0,0,0,0,1943-12-27
"JG 54",0,"JG",2390,91,69,32,0,0,0,0,0,1943-12-27
"JG 54",1,"JG",330,16,15,5,0,0,0,0,0,1943-12-27
"JG 77",0,"JG",1367,90,56,18,0,0,0,0,0,1943-12-27
"JG27",0,"JG",14,2,1,0,0,0,0,0,0,1943-12-27
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1943-12-27
"JGr. 50",0,"JG",125,1,1,1,0,0,0,0,0,1943-12-27
"JGr. Süd",0,"JG",172,1,1,1,0,0,0,0,0,1943-12-27
"Kdo.Herr.",0,"JG",5,3,0,0,0,0,0,0,0,1943-12-27
"KG 40",0,"JG",37,6,3,0,0,0,0,0,0,1943-12-27
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-12-27
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-27
"NAGr. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-27
"NAGr. 4",0,"JG",54,8,3,1,0,0,0,0,0,1943-12-27
"NJG 1",1,"NJG",781,50,35,15,0,0,0,0,0,1943-12-27
"NJG 100",0,"NJG",180,17,11,2,0,0,0,0,0,1943-12-27
"NJG 101",0,"NJG",34,6,2,1,0,0,0,0,0,1943-12-27
"NJG 2",1,"NJG",83,18,6,0,0,0,0,0,0,1943-12-27
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1943-12-27
"NJG 3",1,"NJG",329,40,17,4,0,0,0,0,0,1943-12-27
"NJG 4",1,"NJG",205,15,11,3,0,0,0,0,0,1943-12-27
"NJG 5",1,"NJG",197,25,11,3,0,0,0,0,0,1943-12-27
"NJG 6",1,"NJG",111,12,8,2,0,0,0,0,0,1943-12-27
"Schl.G 1",0,"JG",13,2,1,0,0,0,0,0,0,1943-12-27
"Schl.G. 1",0,"JG",9,4,0,0,0,0,0,0,0,1943-12-27
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-27
"SG 2",0,"JG",46,8,5,0,0,0,0,0,0,1943-12-27
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1943-12-27
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1943-12-27
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-12-27
"St.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-27
"ZG 1",1,"ZG",66,14,6,0,0,0,0,0,0,1943-12-27
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1943-12-27
"ZG 26",1,"ZG",101,18,9,0,0,0,0,0,0,1943-12-27
"ZG 76",1,"ZG",64,12,7,0,0,0,0,0,0,1943-12-27
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1943-12-28
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-12-28
"J.Gr. Süd",0,"JG",4,2,0,0,0,0,0,0,0,1943-12-28
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-12-28
"JG 1",1,"JG",395,42,23,5,0,0,0,0,0,1943-12-28
"JG 104",0,"JG",25,1,1,1,0,0,0,0,0,1943-12-28
"JG 11",1,"JG",489,40,18,7,0,0,0,0,0,1943-12-28
"JG 2",1,"JG",864,58,38,12,0,0,0,0,0,1943-12-28
"JG 26",1,"JG",1029,57,44,16,0,0,0,0,1,1943-12-28
"JG 27",0,"JG",348,24,14,5,0,0,0,0,0,1943-12-28
"JG 27",1,"JG",470,41,28,5,0,0,0,0,0,1943-12-28
"JG 3",0,"JG",260,2,2,2,0,0,0,0,0,1943-12-28
"JG 3",1,"JG",2071,102,78,32,0,0,0,0,0,1943-12-28
"JG 300",1,"wilde_sau",57,17,3,0,0,0,0,0,0,1943-12-28
"JG 301",1,"wilde_sau",12,3,1,0,0,0,0,0,0,1943-12-28
"JG 302",1,"wilde_sau",34,9,3,0,0,0,0,0,0,1943-12-28
"JG 4",1,"JG",77,7,3,2,0,0,0,0,3,1943-12-28
"JG 5",0,"JG",507,54,36,5,0,0,0,0,1,1943-12-28
"JG 51",0,"JG",3500,157,135,54,0,0,2,0,11,1943-12-28
"JG 52",0,"JG",3062,112,86,38,0,1,0,1,5,1943-12-28
"JG 53",0,"JG",766,56,37,12,0,0,2,0,5,1943-12-28
"JG 53",1,"JG",242,23,13,3,0,0,0,0,0,1943-12-28
"JG 54",0,"JG",2390,91,69,32,0,0,0,0,0,1943-12-28
"JG 54",1,"JG",330,16,15,5,0,0,0,0,0,1943-12-28
"JG 77",0,"JG",1364,89,56,18,0,0,0,0,0,1943-12-28
"JG27",0,"JG",14,2,1,0,0,0,0,0,0,1943-12-28
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1943-12-28
"JGr. 50",0,"JG",125,1,1,1,0,0,0,0,0,1943-12-28
"JGr. Süd",0,"JG",172,1,1,1,0,0,0,0,0,1943-12-28
"Kdo.Herr.",0,"JG",5,3,0,0,0,0,0,0,0,1943-12-28
"KG 40",0,"JG",37,6,3,0,0,0,0,0,0,1943-12-28
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-12-28
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-28
"NAGr. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-28
"NAGr. 4",0,"JG",54,8,3,1,0,0,0,0,0,1943-12-28
"NJG 1",1,"NJG",781,50,35,15,0,0,0,0,0,1943-12-28
"NJG 100",0,"NJG",180,17,11,2,0,0,0,0,0,1943-12-28
"NJG 101",0,"NJG",34,6,2,1,0,0,0,0,0,1943-12-28
"NJG 2",1,"NJG",83,18,6,0,0,0,0,0,0,1943-12-28
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1943-12-28
"NJG 3",1,"NJG",329,40,17,4,0,0,0,0,0,1943-12-28
"NJG 4",1,"NJG",205,15,11,3,0,0,0,0,0,1943-12-28
"NJG 5",1,"NJG",197,25,11,3,0,0,0,0,0,1943-12-28
"NJG 6",1,"NJG",111,12,8,2,0,0,0,0,0,1943-12-28
"Schl.G 1",0,"JG",13,2,1,0,0,0,0,0,0,1943-12-28
"Schl.G. 1",0,"JG",9,4,0,0,0,0,0,0,0,1943-12-28
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-28
"SG 2",0,"JG",46,8,5,0,0,0,0,0,0,1943-12-28
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1943-12-28
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1943-12-28
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-12-28
"St.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-28
"ZG 1",1,"ZG",66,14,6,0,0,0,0,0,0,1943-12-28
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1943-12-28
"ZG 26",1,"ZG",101,18,9,0,0,0,0,0,0,1943-12-28
"ZG 76",1,"ZG",64,12,7,0,0,0,0,0,0,1943-12-28
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1943-12-29
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1943-12-29
"J.Gr. Süd",0,"JG",4,2,0,0,0,0,0,0,0,1943-12-29
"JFS 5",0,"JG",16,2,2,0,0,0,0,0,0,1943-12-29
"JG 1",1,"JG",395,42,23,5,0,0,0,0,0,1943-12-29
"JG 104",0,"JG",25,1,1,1,0,0,0,0,0,1943-12-29
"JG 11",1,"JG",489,40,18,7,0,0,0,0,0,1943-12-29
"JG 2",1,"JG",864,58,38,12,0,0,0,0,0,1943-12-29
"JG 26",1,"JG",1029,57,44,16,0,0,0,0,0,1943-12-29
"JG 27",0,"JG",348,24,14,5,0,0,0,0,0,1943-12-29
"JG 27",1,"JG",470,41,28,5,0,0,0,0,0,1943-12-29
"JG 3",0,"JG",260,2,2,2,0,0,0,0,0,1943-12-29
"JG 3",1,"JG",2071,102,78,32,0,0,0,0,0,1943-12-29
"JG 300",1,"wilde_sau",58,17,3,0,0,0,0,0,1,1943-12-29
"JG 301",1,"wilde_sau",12,3,1,0,0,0,0,0,0,1943-12-29
"JG 302",1,"wilde_sau",35,10,3,0,1,0,0,0,1,1943-12-29
"JG 4",1,"JG",77,7,3,2,0,0,0,0,0,1943-12-29
"JG 5",0,"JG",507,54,36,5,0,0,0,0,0,1943-12-29
"JG 51",0,"JG",3500,157,135,54,0,0,0,0,0,1943-12-29
"JG 52",0,"JG",3018,111,86,37,0,0,1,0,6,1943-12-29
"JG 53",0,"JG",766,56,37,12,0,0,0,0,0,1943-12-29
"JG 53",1,"JG",242,23,13,3,0,0,0,0,0,1943-12-29
"JG 54",0,"JG",2391,91,69,32,0,0,0,0,1,1943-12-29
"JG 54",1,"JG",330,16,15,5,0,0,0,0,0,1943-12-29
"JG 77",0,"JG",1364,89,56,18,0,0,0,0,0,1943-12-29
"JG27",0,"JG",14,2,1,0,0,0,0,0,0,1943-12-29
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1943-12-29
"JGr. 50",0,"JG",125,1,1,1,0,0,0,0,0,1943-12-29
"JGr. Süd",0,"JG",172,1,1,1,0,0,0,0,0,1943-12-29
"Kdo.Herr.",0,"JG",5,3,0,0,0,0,0,0,0,1943-12-29
"KG 40",0,"JG",37,6,3,0,0,0,0,0,0,1943-12-29
"LG 2",0,"JG",22,6,2,0,0,0,0,0,0,1943-12-29
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-29
"NAGr. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-29
"NAGr. 4",0,"JG",54,8,3,1,0,0,0,0,0,1943-12-29
"NJG 1",1,"NJG",785,50,36,15,0,0,1,0,3,1943-12-29
"NJG 100",0,"NJG",180,17,11,2,0,0,0,0,0,1943-12-29
"NJG 101",0,"NJG",34,6,2,1,0,0,0,0,0,1943-12-29
"NJG 2",1,"NJG",83,18,6,0,0,0,0,0,0,1943-12-29
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1943-12-29
"NJG 3",1,"NJG",330,40,17,4,0,0,0,0,1,1943-12-29
"NJG 4",1,"NJG",205,15,11,3,0,0,0,0,0,1943-12-29
"NJG 5",1,"NJG",200,26,11,3,1,0,0,0,3,1943-12-29
"NJG 6",1,"NJG",111,12,8,2,0,0,0,0,0,1943-12-29
"Schl.G 1",0,"JG",13,2,1,0,0,0,0,0,0,1943-12-29
"Schl.G. 1",0,"JG",9,4,0,0,0,0,0,0,0,1943-12-29
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-29
"SG 2",0,"JG",46,8,5,0,0,0,0,0,0,1943-12-29
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1943-12-29
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1943-12-29
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1943-12-29
"St.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1943-12-29
"ZG 1",1,"ZG",66,14,6,0,0,0,0,0,0,1943-12-29
