"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat","lost_dispatched_ratio","has_weather","norway_denmark","target_type_2","distance","germany"
"140"," ,France","6/16/1944",416,"","","","Railroad","France","","B-17",0,0,0,0,0,0,18,"","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Transportation",611.372407774983,0
"141"," ,France","6/8/1944",400,"","","","Communications","France","","P-47",333,0,0,0,0,0,0,"","","","",0,6,0,0,0,0,0,0,6,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0.018018018018018,0,0,"Communications",611.372407774983,0
"142"," ,France","6/8/1944",400,"","","","Communications","France","","P-51",526,0,0,0,0,0,0,"","","","",0,11,0,0,1,0,1,0,11,27,"2",4,21,0,11,"","","","","","","","","","","","","",2.213749,46.227638,0.0209125475285171,0,0,"Communications",611.372407774983,0
"143"," ,France","6/13/1944",410,"","","","Escort","France","","P-38",12,12,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"144"," ,France","6/28/1944",445,"","","","Escort","France","","P-38",188,188,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,1,"0",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"145"," ,France","7/5/1944",0,"","","","Escort","France","P-47 Escort","P-38",190,190,0,0,9,0,0,"","","","",0,2,0,0,1,0,0,0,2,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"146"," ,France","6/17/1944",418,"","","","Escort","France","","P-38",43,43,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,1,"0",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"147"," ,France","6/17/1944",418,"","","","Escort","France","","P-47",39,39,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"148"," ,France","8/7/1944",527,"","","","Transportation","France","Force 2","B-24",0,0,0,0,0,0,0,"8","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Transportation",611.372407774983,0
"149"," ,France","8/10/1944",0,"","","","Transportation","France","Fighter Bomber","P-51",0,0,0,0,0,0,0,"","","","",0,4,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Transportation",611.372407774983,0
"150"," ,France","6/11/1944",406,"","","","Leaflet","France","","B-17",5,0,0,0,0,0,5,"","Low countries also","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Leaflet",611.372407774983,0
"151"," ,France","7/15/1944",474,"","","Road traffic","Transportation","France","SE of Paris","P-47",0,0,0,0,0,0,0,"","","","",0,1,0,0,0,2,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Transportation",611.372407774983,0
"152"," ,France","6/11/1944",0,"","","","Ground Attack","France","","P-47",195,0,0,0,0,0,0,"","Communications","","",0,1,0,0,0,0,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0.00512820512820513,0,0,"Tactical",611.372407774983,0
"153"," ,France","6/16/1944",416,"","","","Escort","France","","P-51",172,172,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"154"," ,France","6/11/1944",0,"","","","Ground Attack","France","9th AF","B-26",84,0,0,0,0,0,0,"","10 Fighter Groups of escort","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Tactical",611.372407774983,0
"155"," ,France","6/11/1944",0,"","","","Ground Attack","France","9th AF","A-20",42,0,0,0,0,0,0,"","10 Fighter Groups of escort","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Tactical",611.372407774983,0
"156"," ,France","7/5/1944",453,"","","","Escort","France","Beziers","P-47",228,228,0,0,0,0,0,"","","","",0,2,0,0,0,0,0,0,2,18,"1",9,1,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"157"," ,France","8/3/1944",513,"","","","Escort","France","2 AD Force 2","P-51",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"158"," ,France","8/8/1944",531,"","","","","France","","",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"159"," ,France","8/8/1944",0,"","","","Escort","France","","P-51",0,0,0,0,0,0,0,"","","","",0,2,0,0,0,0,0,0,2,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"160"," ,France","5/2/1944",335,"","","","Escort","France","","P-47",50,50,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"161"," ,France","7/9/1944",463,"","","","Escort","France","B-24 Escort","P-47",158,158,0,0,0,0,0,"3","Various","","",0,0,0,0,0,0,0,0,0,5,"0",3,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"162"," ,France","6/25/1944",441,"","","Various","","France","","B-24",0,0,0,0,0,0,0,"43","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"163"," ,France","6/8/1944",400,"","","Various","","France","","B-24",0,0,0,0,0,0,26,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"164"," ,France","8/11/1944",541,"","","","","France","Force 1","B-17",0,0,0,0,0,0,0,"1","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"165"," ,France","6/10/1944",0,"","","","Ground Attack","France","9th AF","P-47",506,0,0,0,0,0,0,"","","","",0,15,0,0,3,0,0,0,15,8,"0",2,1,0,1,"","","","","","","","","","","","","",2.213749,46.227638,0.0296442687747036,0,0,"Tactical",611.372407774983,0
"166"," ,France","6/12/1944",0,"","","","Escort","France","9th AF","P-38",45,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"167"," ,France","7/24/1944",492,"","","","Escort","France","","P-38",478,478,0,0,0,0,0,"","","","",0,3,0,0,0,0,0,0,3,1,"0",0,1,0,1,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"168"," ,France","8/3/1944",513,"","","","","France","2 AD Force 4","P-51",96,90,0,0,6,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"",611.372407774983,0
"169"," ,France","6/22/1944",432,"","","","Escort","France","","P-47",108,108,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,1,"0",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"170"," ,France","6/15/1944",414,"","","","","France","","B-24",0,0,0,0,0,0,0,"8","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"171"," ,France","8/8/1944",0,"","","","Escort","France","","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"172"," ,France","7/8/1944",460,"","","","Escort","France","Etaples-Abbeville","P-47",39,39,0,0,3,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"173"," ,France","3/27/1944",282,"","","","Escort","France","9th AF P-47s too","P-47",706,706,0,0,0,0,0,"","","","",0,5,0,0,1,4,0,1,5,6,"0",2,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"174"," ,France","3/27/1944",282,"","","","Escort","France","9th AF","P-51",122,122,0,0,0,0,0,"","","","",0,3,0,0,0,1,0,0,3,2,"0",3,0,0,0,"30-1-11 gnd claims","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"175"," ,France","8/1/1944",508,"","","","Escort","France","2 AD Force 1","P-47",127,127,0,0,0,0,0,"","","","",0,2,0,0,0,3,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"176"," ,France","7/8/1944",460,"","","","Escort","France","B-17 Escort","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"177"," ,France","6/8/1944",400,"","","","Escort","France","","P-51",116,116,0,0,0,0,0,"","","","",0,2,0,0,1,0,0,0,2,3,"0",1,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"178"," ,France","6/17/1944",419,"","","","Escort","France","","P-47",122,122,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"179"," ,France","8/11/1944",542,"","","","Escort","France","","P-51",0,0,0,0,0,0,0,"","","","",0,1,0,0,1,0,0,1,1,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"180"," ,France","6/30/1944",0,"","X","","Fighter-Bomber","France","Dive Bombing","P-51",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Fighter-Bomber",611.372407774983,0
"181"," ,France","6/30/1944",0,"","X","","Fighter-Bomber","France","Dive Bombing","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Fighter-Bomber",611.372407774983,0
"182"," ,France","8/1/1944",508,"","","","","France","2 AD Force 1","B-24",0,0,0,0,0,0,0,"33","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"183"," ,France","8/9/1944",535,"","","","","France","Micro H Test","B-17",4,0,0,0,0,0,3,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"",611.372407774983,0
"184"," ,France","8/7/1944",527,"","","","","France","Force 3","B-24",0,0,0,0,0,0,0,"1","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"185"," ,France","8/2/1944",510,"","","","Transportation","France","","B-17",0,0,0,0,0,0,0,"4","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Transportation",611.372407774983,0
"186"," ,France","8/7/1944",527,"","","","Escort","France","Force 1","P-38",90,90,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"187"," ,France","7/8/1944",460,"","","","Escort","France","B-17 Escort","P-38",286,286,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,1,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"188"," ,France","8/4/1944",516,"","","","Escort","France","","P-47",18,18,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"189"," ,France","7/8/1944",460,"","","","Escort","France","B-17 Escort","P-51",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"190"," ,France","6/11/1944",405,"","","","","France","Weather over Germany - bomb France instead","B-17",0,0,0,0,0,0,0,"4","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,1,0,"",611.372407774983,0
"191"," ,France","6/16/1944",416,"","","","Escort","France","","P-47",88,88,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"192"," ,France","6/11/1944",0,"","","","Ground Attack","France","","P-38",77,0,0,0,0,0,0,"","Communications","","",0,3,0,0,0,0,0,0,2,3,"2",5,0,0,1,"","","","","","","","","","","","","",2.213749,46.227638,0.038961038961039,0,0,"Tactical",611.372407774983,0
"193"," ,France","6/30/1944",448,"","","","Escort","France","","P-51",178,178,0,0,10,0,0,"","Strafed ground targets on way home","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"194"," ,France","8/12/1944",545,"","","","Escort","France","","P-51",0,0,0,0,0,0,0,"","","","",0,3,0,0,0,0,0,0,3,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"195"," ,France","7/24/1944",492,"","","","Escort","France","","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,1,1,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"196"," ,France","8/8/1944",0,"","","","Escort","France","","P-38",265,265,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"197"," ,France","8/3/1944",512,"","","","Escort","France","2 AD Force 1","P-47",47,47,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"198"," ,France","7/28/1944",501,"","","Signal, Fuel, V weapon depots and bridges","Communications","France","2 AD Force 1","B-24",180,0,180,0,0,0,0,"","and in Belgium, Heavy Clouds force recall","","",0,0,0,0,0,8,10,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Communications",611.372407774983,0
"199"," ,France","7/27/1944",0,"","","","Ground Attack","France","Fighter Bomber","P-51",0,0,0,0,0,0,0,"","","","",0,1,0,0,1,0,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Tactical",611.372407774983,0
"200"," ,France","7/31/1944",507,"","","","Escort","France","2 AD Force 2","P-51",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"201"," ,France","6/10/1944",403,"","","","Escort","France","","P-47",3,3,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"202"," ,France","7/27/1944",0,"","","","Ground Attack","France","Fighter Bomber","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,2,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Tactical",611.372407774983,0
"203"," ,France","6/12/1944",0,"","","","Escort","France","9th AF","P-51",152,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"204"," ,France","8/1/1944",508,"","","","Escort","France","Force 3","P-38",138,138,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"205"," ,France","6/10/1944",0,"","","","Fighter Sweep","France","","P-38",405,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,5,"2",1,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Fighter Sweep",611.372407774983,0
"206"," ,France","8/3/1944",512,"","","","Escort","France","1 AD Force 2","P-51",103,96,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"207"," ,France","8/12/1944",0,"","","","Escort","France","Shuttle mission from Italy to UK","P-51",105,105,0,0,4,0,0,"","62 from Italy, 43 from UK","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"208"," ,France","8/4/1944",515,"","","","Escort","France","Aphrodite Missions","P-51",16,16,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"209"," ,France","6/12/1944",0,"","","","Railroad","France","A-20s and B-26s all from 9th AF","A-20",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Transportation",611.372407774983,0
"210"," ,France","7/9/1944",462,"","","","Escort","France","","P-51",0,0,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"211"," ,France","6/8/1944",400,"","","Various","Communications","France","","B-17",0,0,0,0,0,0,0,"13","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Communications",611.372407774983,0
"212"," ,France","8/11/1944",543,"","","","Escort","France","","P-47",8,7,0,0,1,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Escort",611.372407774983,0
"213"," ,France","7/25/1944",494,"","","","","France","","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"214"," ,France","3/27/1944",282,"","","","Escort","France","","P-38",132,132,0,0,0,0,0,"","","","",0,2,0,0,1,0,0,0,2,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"215"," ,France","7/9/1944",462,"","","","Escort","France","","P-47",155,155,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"216"," ,France","7/25/1944",494,"","","","","France","","P-51",0,0,0,0,0,0,0,"","","","",0,2,0,0,0,5,0,0,2,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"",611.372407774983,0
"217"," ,France","8/1/1944",508,"","","","Escort","France","Force 3","P-51",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,3,1,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"218"," ,France","6/30/1944",0,"","X","","Fighter-Bomber","France","Dive Bombing","P-38",0,0,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,1,3,"3",4,1,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Fighter-Bomber",611.372407774983,0
"219"," ,France","6/11/1944",405,"","","","Escort","France","","P-51",144,144,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"220"," ,France","7/8/1944",460,"","","","Escort","France","","P-51",0,0,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"221"," ,France","8/11/1944",542,"","","","Escort","France","","P-38",356,356,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"222"," ,France","6/12/1944",0,"","","","Railroad","France","A-20s and B-26s all from 9th AF","B-26",509,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,0,0,0,"Transportation",611.372407774983,0
"223"," ,France","8/10/1944",0,"","","","Transportation","France","Fighter Bomber","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Transportation",611.372407774983,0
"224"," ,France","7/25/1944",494,"","","","Escort","France","","P-38",483,483,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,12,"1",3,2,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"Escort",611.372407774983,0
"225"," ,France","8/11/1944",541,"","","","","France","Force 3","B-24",0,0,0,0,0,0,0,"1","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,NA,0,0,"",611.372407774983,0
"226"," ,France","6/14/1944",412,"","","","Escort","France","","P-47",103,103,0,0,0,0,0,"","","","",0,2,0,0,0,0,0,0,2,0,"",0,0,0,0,"","","","","","","","","","","","","",2.213749,46.227638,Inf,0,0,"Escort",611.372407774983,0
"227"," ,Germany","8/5/1944",519,"","","","Escort","Germany","Force 2","P-51",197,186,0,0,11,0,0,"","","","",0,2,0,0,1,6,0,0,2,1,"0",0,0,0,0,"","","","","","","","","","","","","",10.451526,51.165691,0.0101522842639594,0,0,"Escort",736.124276511355,1
